"id","site","date","obs","frcs","forecastor"
7149,"PARIZ",1159790400,17.2,18,"LX"
7149,"PARIZ",1159876800,15,14,"LU"
7149,"PARIZ",1159963200,18.2,15,"RC"
7149,"PARIZ",1160049600,17.5,14,"LU"
7149,"PARIZ",1160136000,18.6,18,"JK"
7149,"PARIZ",1160222400,18.1,16,"PV"
7149,"PARIZ",1160308800,18.5,17,"RC"
7149,"PARIZ",1160395200,20.3,18,"JA"
7149,"PARIZ",1160481600,22.2,21,"JC"
7149,"PARIZ",1160568000,21.3,17,"JK"
7149,"PARIZ",1160654400,17.4,16,"PB"
7149,"PARIZ",1160740800,18.3,23,"PV"
7149,"PARIZ",1160827200,20.6,19,"LU"
7149,"PARIZ",1160913600,17.5,18,"PZ"
7149,"PARIZ",1.161e+09,21,20,"JA"
7149,"PARIZ",1161086400,18.6,18,"RC"
7149,"PARIZ",1161172800,17.8,17,"JA"
7149,"PARIZ",1161259200,18.2,15,"PZ"
7149,"PARIZ",1161345600,17.5,15,"JK"
7149,"PARIZ",1161432000,17.7,18,"JA"
7149,"PARIZ",1161518400,20.9,18,"JC"
7149,"PARIZ",1161604800,19.2,16,"LX"
7149,"PARIZ",1161691200,17.2,14,"JC"
7149,"PARIZ",1161777600,18.2,13,"PB"
7149,"PARIZ",1161864000,21.9,20,"JK"
7149,"PARIZ",1161950400,18.2,18,"JA"
7149,"PARIZ",1162036800,19.7,19,"PV"
7149,"PARIZ",1162123200,17.9,15,"PZ"
7149,"PARIZ",1162209600,16.9,16,"JC"
7149,"PARIZ",1162296000,15.2,15,"LU"
7149,"PARIZ",1162382400,11.6,10,"RC"
7149,"PARIZ",1162468800,NA,10,"AS"
7149,"PARIZ",1162555200,9.8,8,"0"
7149,"PARIZ",1162641600,11.1,14,"PV"
7149,"PARIZ",1162728000,6.6,9,"JK"
7149,"PARIZ",1162814400,6.2,11,"RC"
7149,"PARIZ",1162900800,5.6,15,"PV"
7149,"PARIZ",1162987200,13,11,"AS"
7149,"PARIZ",1163073600,14.2,13,"LU"
7149,"PARIZ",1163160000,10.6,13,"PV"
7149,"PARIZ",1163246400,14.5,11,"MV"
7149,"PARIZ",1163332800,12.3,12,"JK"
7149,"PARIZ",1163419200,13.6,12,"RC"
7149,"PARIZ",1163505600,17,13,"LX"
7149,"PARIZ",1163592000,17.4,14,"RC"
7149,"PARIZ",1163678400,16.9,17,"RC"
7149,"PARIZ",1163764800,14,15,"JK"
7149,"PARIZ",1163851200,12.6,10,"JC"
7149,"PARIZ",1163937600,10.8,10,"JK"
7149,"PARIZ",1164024000,11.5,10,"RC"
7149,"PARIZ",1164110400,11.4,10,"JA"
7149,"PARIZ",1164196800,8.2,6,"PB"
7149,"PARIZ",1164283200,14.1,12,"JC"
7149,"PARIZ",1164369600,13.4,11,"PV"
7149,"PARIZ",1164456000,18.6,15,"JA"
7149,"PARIZ",1164542400,15.3,13,"JK"
7149,"PARIZ",1164628800,15.9,13,"LU"
7149,"PARIZ",1164715200,13.9,11,"LU"
7149,"PARIZ",1164801600,13.4,8,"JC"
7149,"PARIZ",1164888000,5.9,12,"JA"
7149,"PARIZ",1164974400,10.4,10,"LU"
7149,"PARIZ",1165060800,11.3,7,"LU"
7149,"PARIZ",1165147200,11.5,10,"LU"
7149,"PARIZ",1165233600,14.3,12,"RC"
7149,"PARIZ",1165320000,15.6,13,"JK"
7149,"PARIZ",1165406400,10.3,10,"PB"
7149,"PARIZ",1165492800,11.1,12,"JA"
7149,"PARIZ",1165579200,12.2,10,"LX"
7149,"PARIZ",1165665600,9.4,7,"PZ"
7149,"PARIZ",1165752000,7.7,7,"RC"
7149,"PARIZ",1165838400,8.4,7,"JK"
7149,"PARIZ",1165924800,6.9,7,"PV"
7149,"PARIZ",1166011200,10.5,9,"JK"
7149,"PARIZ",1166097600,8,9,"LX"
7149,"PARIZ",1166184000,10,8,"LU"
7149,"PARIZ",1166270400,8.5,6,"LU"
7149,"PARIZ",1166356800,6.3,4,"PV"
7149,"PARIZ",1166443200,5.3,3,"PZ"
7149,"PARIZ",1166529600,4.8,6,"LX"
7149,"PARIZ",1166616000,5.6,5,"PV"
7149,"PARIZ",1166702400,8.4,6,"RC"
7149,"PARIZ",1166788800,6.7,0,"PZ"
7149,"PARIZ",1166875200,3.8,4,"AS"
7149,"PARIZ",1166961600,2.5,6,"RC"
7149,"PARIZ",1167048000,1.8,3,"JC"
7149,"PARIZ",1167134400,0.6,1,"LU"
7149,"PARIZ",1167220800,0.5,2,"AS"
7149,"PARIZ",1167307200,-0.8,2,"AS"
7149,"PARIZ",1167393600,6.7,0,"PB"
7149,"PARIZ",1167480000,11.1,6,"RC"
7149,"PARIZ",1167566400,12.4,8,"JK"
7510,"BORDEAUX",1157112000,28.4,26,"JA"
7510,"BORDEAUX",1157198400,26.7,25,"JK"
7510,"BORDEAUX",1157284800,29.3,28,"PV"
7510,"BORDEAUX",1157371200,30,28,"JK"
7510,"BORDEAUX",1157457600,34.5,33,"LU"
7510,"BORDEAUX",1157544000,35,30,"PB"
7510,"BORDEAUX",1157630400,32.3,31,"PZ"
7510,"BORDEAUX",1157716800,29.7,27,"JK"
7510,"BORDEAUX",1157803200,32.9,29,"LX"
7510,"BORDEAUX",1157889600,32.1,29,"JC"
7510,"BORDEAUX",1157976000,30,29,"LU"
7510,"BORDEAUX",1158062400,27.6,24,"PZ"
7510,"BORDEAUX",1158148800,23.9,24,"LX"
7510,"BORDEAUX",1158235200,18,21,"RC"
7510,"BORDEAUX",1158321600,20.5,19,"RC"
7510,"BORDEAUX",1158408000,17.3,20,"PV"
7510,"BORDEAUX",1158494400,23.1,22,"JC"
7510,"BORDEAUX",1158580800,23.5,22,"RC"
7510,"BORDEAUX",1158667200,24.4,21,"JA"
7510,"BORDEAUX",1158753600,28.4,25,"JK"
7510,"BORDEAUX",1158840000,29.1,24,"ML"
7510,"BORDEAUX",1158926400,23.8,22,"ML"
7510,"BORDEAUX",1159012800,24,22,"JC"
7510,"BORDEAUX",1159099200,23.2,20,"PZ"
7510,"BORDEAUX",1159185600,22.2,21,"PB"
7510,"BORDEAUX",1159272000,22.2,23,"LU"
7510,"BORDEAUX",1159358400,23.9,20,"PZ"
7510,"BORDEAUX",1159444800,25,23,"JC"
7510,"BORDEAUX",1159531200,24.6,23,"RC"
7510,"BORDEAUX",1159617600,23.2,22,"PV"
7510,"BORDEAUX",1159704000,25.5,23,"PB"
7510,"BORDEAUX",1159790400,26.6,20,"LX"
7510,"BORDEAUX",1159876800,20,18,"LU"
7510,"BORDEAUX",1159963200,18.5,17,"RC"
7510,"BORDEAUX",1160049600,20.9,18,"LU"
7510,"BORDEAUX",1160136000,21.9,19,"JK"
7510,"BORDEAUX",1160222400,19.5,18,"PV"
7510,"BORDEAUX",1160308800,22.1,20,"RC"
7510,"BORDEAUX",1160395200,24.3,22,"JA"
7510,"BORDEAUX",1160481600,24.7,22,"JC"
7510,"BORDEAUX",1160568000,23.1,18,"JK"
7510,"BORDEAUX",1160654400,19.6,18,"PB"
7510,"BORDEAUX",1160740800,19.1,25,"PV"
7510,"BORDEAUX",1160827200,23.4,23,"LU"
7510,"BORDEAUX",1160913600,23.3,19,"PZ"
7510,"BORDEAUX",1.161e+09,23,21,"JA"
7510,"BORDEAUX",1161086400,18.5,18,"RC"
7510,"BORDEAUX",1161172800,22.1,17,"JA"
7510,"BORDEAUX",1161259200,20,17,"PZ"
7510,"BORDEAUX",1161345600,18.7,17,"JK"
7510,"BORDEAUX",1161432000,21.8,19,"JA"
7510,"BORDEAUX",1161518400,21.8,19,"JC"
7510,"BORDEAUX",1161604800,23.3,20,"LX"
7510,"BORDEAUX",1161691200,20.8,18,"JC"
7510,"BORDEAUX",1161777600,24.2,21,"PB"
7510,"BORDEAUX",1161864000,22,20,"JK"
7510,"BORDEAUX",1161950400,25.7,24,"JA"
7510,"BORDEAUX",1162036800,25.3,23,"PV"
7510,"BORDEAUX",1162123200,23.4,23,"PZ"
7510,"BORDEAUX",1162209600,21.4,23,"JC"
7510,"BORDEAUX",1162296000,21.1,21,"LU"
7510,"BORDEAUX",1162382400,16,15,"RC"
7510,"BORDEAUX",1162468800,13,11,"AS"
7510,"BORDEAUX",1162555200,13.2,9,"0"
7510,"BORDEAUX",1162641600,13.4,18,"PV"
7510,"BORDEAUX",1162728000,17.2,12,"JK"
7510,"BORDEAUX",1162814400,18.2,16,"RC"
7510,"BORDEAUX",1162900800,17.5,18,"PV"
7510,"BORDEAUX",1162987200,21.9,18,"AS"
7510,"BORDEAUX",1163073600,19.3,18,"LU"
7510,"BORDEAUX",1163160000,18.8,20,"PV"
7510,"BORDEAUX",1163246400,17.2,18,"MV"
7510,"BORDEAUX",1163332800,15.3,16,"JK"
7510,"BORDEAUX",1163419200,17.1,16,"RC"
7510,"BORDEAUX",1163505600,17.5,16,"LX"
7510,"BORDEAUX",1163592000,20.7,18,"RC"
7510,"BORDEAUX",1163678400,16.7,16,"RC"
7510,"BORDEAUX",1163764800,16.3,16,"JK"
7510,"BORDEAUX",1163851200,16.7,13,"JC"
7510,"BORDEAUX",1163937600,13.3,11,"JK"
7510,"BORDEAUX",1164024000,14.9,15,"RC"
7510,"BORDEAUX",1164110400,15.3,13,"JA"
7510,"BORDEAUX",1164196800,15.7,14,"PB"
7510,"BORDEAUX",1164283200,19.1,16,"JC"
7510,"BORDEAUX",1164369600,17,14,"PV"
7510,"BORDEAUX",1164456000,19.1,17,"JA"
7510,"BORDEAUX",1164542400,18.7,16,"JK"
7510,"BORDEAUX",1164628800,18.6,13,"LU"
7510,"BORDEAUX",1164715200,15.5,12,"LU"
7510,"BORDEAUX",1164801600,14.6,13,"JC"
7510,"BORDEAUX",1164888000,7.2,16,"JA"
7510,"BORDEAUX",1164974400,12.9,14,"LU"
7510,"BORDEAUX",1165060800,14,11,"LU"
7510,"BORDEAUX",1165147200,13,12,"LU"
7510,"BORDEAUX",1165233600,16.4,15,"RC"
7510,"BORDEAUX",1165320000,18.5,14,"JK"
7510,"BORDEAUX",1165406400,13.7,11,"PB"
7510,"BORDEAUX",1165492800,12.3,12,"JA"
7510,"BORDEAUX",1165579200,12.8,9,"LX"
7510,"BORDEAUX",1165665600,8.4,9,"PZ"
7510,"BORDEAUX",1165752000,6.3,8,"RC"
7510,"BORDEAUX",1165838400,11,7,"JK"
7510,"BORDEAUX",1165924800,9.6,10,"PV"
7510,"BORDEAUX",1166011200,NA,12,"JK"
7510,"BORDEAUX",1166097600,6.5,8,"LX"
7510,"BORDEAUX",1166184000,11.5,6,"LU"
7510,"BORDEAUX",1166270400,10,9,"LU"
7510,"BORDEAUX",1166356800,9.1,8,"PV"
7510,"BORDEAUX",1166443200,9.8,5,"PZ"
7510,"BORDEAUX",1166529600,5,11,"LX"
7510,"BORDEAUX",1166616000,4.9,8,"PV"
7510,"BORDEAUX",1166702400,4.7,5,"RC"
7510,"BORDEAUX",1166788800,2,0,"PZ"
7510,"BORDEAUX",1166875200,-0.7,1,"AS"
7510,"BORDEAUX",1166961600,-1.5,4,"RC"
7510,"BORDEAUX",1167048000,-1.8,0,"JC"
7510,"BORDEAUX",1167134400,-2.6,0,"LU"
7510,"BORDEAUX",1167220800,-1.4,1,"AS"
7510,"BORDEAUX",1167307200,11,8,"AS"
7510,"BORDEAUX",1167393600,11.6,3,"PB"
7510,"BORDEAUX",1167480000,17.5,11,"RC"
7510,"BORDEAUX",1167566400,16.6,10,"JK"
7650,"MARSEILLE",1157112000,27.5,27,"JA"
7650,"MARSEILLE",1157198400,26.4,28,"JK"
7650,"MARSEILLE",1157284800,29.6,28,"PV"
7650,"MARSEILLE",1157371200,28.1,29,"JK"
7650,"MARSEILLE",1157457600,27.2,31,"LU"
7650,"MARSEILLE",1157544000,27.2,27,"PB"
7650,"MARSEILLE",1157630400,27.7,24,"PZ"
7650,"MARSEILLE",1157716800,29.2,27,"JK"
7650,"MARSEILLE",1157803200,29.8,25,"LX"
7650,"MARSEILLE",1157889600,29.8,27,"JC"
7650,"MARSEILLE",1157976000,30,30,"LU"
7650,"MARSEILLE",1158062400,29.1,27,"PZ"
7650,"MARSEILLE",1158148800,29.8,27,"LX"
7650,"MARSEILLE",1158235200,27.7,21,"RC"
7650,"MARSEILLE",1158321600,20.4,20,"RC"
7650,"MARSEILLE",1158408000,22.3,22,"PV"
7650,"MARSEILLE",1158494400,26.5,24,"JC"
7650,"MARSEILLE",1158580800,26.6,24,"RC"
7650,"MARSEILLE",1158667200,27,25,"JA"
7650,"MARSEILLE",1158753600,26.3,26,"JK"
7650,"MARSEILLE",1158840000,26.9,25,"ML"
7650,"MARSEILLE",1158926400,29.2,21,"ML"
7650,"MARSEILLE",1159012800,29.4,27,"JC"
7650,"MARSEILLE",1159099200,20.4,23,"PZ"
7650,"MARSEILLE",1159185600,23,20,"PB"
7650,"MARSEILLE",1159272000,23.7,21,"LU"
7650,"MARSEILLE",1159358400,25.7,25,"PZ"
7650,"MARSEILLE",1159444800,24.5,24,"JC"
7650,"MARSEILLE",1159531200,24.7,24,"RC"
7650,"MARSEILLE",1159617600,25.8,22,"PV"
7650,"MARSEILLE",1159704000,25.3,25,"PB"
7650,"MARSEILLE",1159790400,25.7,23,"LX"
7650,"MARSEILLE",1159876800,25.4,22,"LU"
7650,"MARSEILLE",1159963200,21.9,20,"RC"
7650,"MARSEILLE",1160049600,21.5,22,"LU"
7650,"MARSEILLE",1160136000,23.4,21,"JK"
7650,"MARSEILLE",1160222400,23,20,"PV"
7650,"MARSEILLE",1160308800,24.1,22,"RC"
7650,"MARSEILLE",1160395200,23.8,23,"JA"
7650,"MARSEILLE",1160481600,24.2,24,"JC"
7650,"MARSEILLE",1160568000,21.4,23,"JK"
7650,"MARSEILLE",1160654400,22.8,20,"PB"
7650,"MARSEILLE",1160740800,25.7,25,"PV"
7650,"MARSEILLE",1160827200,24.7,24,"LU"
7650,"MARSEILLE",1160913600,23.3,22,"PZ"
7650,"MARSEILLE",1.161e+09,22.6,24,"JA"
7650,"MARSEILLE",1161086400,22.4,21,"RC"
7650,"MARSEILLE",1161172800,20.5,20,"JA"
7650,"MARSEILLE",1161259200,22.4,19,"PZ"
7650,"MARSEILLE",1161345600,23.4,19,"JK"
7650,"MARSEILLE",1161432000,23.4,21,"JA"
7650,"MARSEILLE",1161518400,22.7,20,"JC"
7650,"MARSEILLE",1161604800,22.6,22,"LX"
7650,"MARSEILLE",1161691200,23.2,21,"JC"
7650,"MARSEILLE",1161777600,25.6,22,"PB"
7650,"MARSEILLE",1161864000,28,23,"JK"
7650,"MARSEILLE",1161950400,25.3,26,"JA"
7650,"MARSEILLE",1162036800,26,26,"PV"
7650,"MARSEILLE",1162123200,24.7,23,"PZ"
7650,"MARSEILLE",1162209600,26,23,"JC"
7650,"MARSEILLE",1162296000,22.6,23,"LU"
7650,"MARSEILLE",1162382400,19.4,17,"RC"
7650,"MARSEILLE",1162468800,16,15,"AS"
7650,"MARSEILLE",1162555200,14.7,12,"0"
7650,"MARSEILLE",1162641600,18.2,16,"PV"
7650,"MARSEILLE",1162728000,15.5,12,"JK"
7650,"MARSEILLE",1162814400,17.5,15,"RC"
7650,"MARSEILLE",1162900800,20,19,"PV"
7650,"MARSEILLE",1162987200,22.2,18,"AS"
7650,"MARSEILLE",1163073600,20.7,17,"LU"
7650,"MARSEILLE",1163160000,19.3,19,"PV"
7650,"MARSEILLE",1163246400,18.7,16,"MV"
7650,"MARSEILLE",1163332800,17.8,16,"JK"
7650,"MARSEILLE",1163419200,17.6,16,"RC"
7650,"MARSEILLE",1163505600,20.4,18,"LX"
7650,"MARSEILLE",1163592000,21.4,18,"RC"
7650,"MARSEILLE",1163678400,21.4,19,"RC"
7650,"MARSEILLE",1163764800,18.6,18,"JK"
7650,"MARSEILLE",1163851200,19.8,15,"JC"
7650,"MARSEILLE",1163937600,19.1,16,"JK"
7650,"MARSEILLE",1164024000,14.9,16,"RC"
7650,"MARSEILLE",1164110400,17,15,"JA"
7650,"MARSEILLE",1164196800,12.4,9,"PB"
7650,"MARSEILLE",1164283200,18.4,15,"JC"
7650,"MARSEILLE",1164369600,20.3,18,"PV"
7650,"MARSEILLE",1164456000,20.7,19,"JA"
7650,"MARSEILLE",1164542400,21.9,19,"JK"
7650,"MARSEILLE",1164628800,22,18,"LU"
7650,"MARSEILLE",1164715200,18.8,18,"LU"
7650,"MARSEILLE",1164801600,16.3,13,"JC"
7650,"MARSEILLE",1164888000,16.1,18,"JA"
7650,"MARSEILLE",1164974400,18.5,14,"LU"
7650,"MARSEILLE",1165060800,16,13,"LU"
7650,"MARSEILLE",1165147200,18.3,16,"LU"
7650,"MARSEILLE",1165233600,16.9,15,"RC"
7650,"MARSEILLE",1165320000,20.2,18,"JK"
7650,"MARSEILLE",1165406400,17,14,"PB"
7650,"MARSEILLE",1165492800,13.3,17,"JA"
7650,"MARSEILLE",1165579200,15.5,12,"LX"
7650,"MARSEILLE",1165665600,12.7,8,"PZ"
7650,"MARSEILLE",1165752000,12.2,12,"RC"
7650,"MARSEILLE",1165838400,12.8,11,"JK"
7650,"MARSEILLE",1165924800,11.9,9,"PV"
7650,"MARSEILLE",1166011200,13.6,13,"JK"
7650,"MARSEILLE",1166097600,14.8,8,"LX"
7650,"MARSEILLE",1166184000,17.7,14,"LU"
7650,"MARSEILLE",1166270400,15.6,13,"LU"
7650,"MARSEILLE",1166356800,11.4,14,"PV"
7650,"MARSEILLE",1166443200,10.1,6,"PZ"
7650,"MARSEILLE",1166529600,8.8,10,"LX"
7650,"MARSEILLE",1166616000,12.2,9,"PV"
7650,"MARSEILLE",1166702400,9.6,9,"RC"
7650,"MARSEILLE",1166788800,11.3,5,"PZ"
7650,"MARSEILLE",1166875200,10.2,7,"AS"
7650,"MARSEILLE",1166961600,8.8,10,"RC"
7650,"MARSEILLE",1167048000,11,10,"JC"
7650,"MARSEILLE",1167134400,11.8,10,"LU"
7650,"MARSEILLE",1167220800,12.7,10,"AS"
7650,"MARSEILLE",1167307200,11.5,10,"AS"
7650,"MARSEILLE",1167393600,14.9,8,"PB"
7650,"MARSEILLE",1167480000,17.2,11,"RC"
7650,"MARSEILLE",1167566400,16.7,13,"JK"
7690,"NICE",1157112000,24.5,26,"JA"
7690,"NICE",1157198400,24.3,27,"JK"
7690,"NICE",1157284800,24.3,25,"PV"
7690,"NICE",1157371200,23.7,28,"JK"
7690,"NICE",1157457600,24.3,30,"LU"
7690,"NICE",1157544000,26.8,23,"PB"
7690,"NICE",1157630400,25.7,24,"PZ"
7690,"NICE",1157716800,25.9,25,"JK"
7690,"NICE",1157803200,29.6,24,"LX"
7690,"NICE",1157889600,25.8,26,"JC"
7690,"NICE",1157976000,26.6,29,"LU"
7690,"NICE",1158062400,27.8,24,"PZ"
7690,"NICE",1158148800,27.2,24,"LX"
7690,"NICE",1158235200,22.1,21,"RC"
7690,"NICE",1158321600,23.1,21,"RC"
7690,"NICE",1158408000,25.5,23,"PV"
7690,"NICE",1158494400,23.9,22,"JC"
7690,"NICE",1158580800,24.5,22,"RC"
7690,"NICE",1158667200,24.6,22,"JA"
7690,"NICE",1158753600,23.7,24,"JK"
7690,"NICE",1158840000,25.1,23,"ML"
7690,"NICE",1158926400,26.4,22,"ML"
7690,"NICE",1159012800,26.1,25,"JC"
7690,"NICE",1159099200,24.2,23,"PZ"
7690,"NICE",1159185600,21.8,21,"PB"
7690,"NICE",1159272000,24.7,23,"LU"
7690,"NICE",1159358400,26.6,23,"PZ"
7690,"NICE",1159444800,25.3,24,"JC"
7690,"NICE",1159531200,23.4,22,"RC"
7690,"NICE",1159617600,24.5,23,"PV"
7690,"NICE",1159704000,24.8,22,"PB"
7690,"NICE",1159790400,24.5,22,"LX"
7690,"NICE",1159876800,22.6,23,"LU"
7690,"NICE",1159963200,26.4,23,"RC"
7690,"NICE",1160049600,23,23,"LU"
7690,"NICE",1160136000,22.8,22,"JK"
7690,"NICE",1160222400,23,21,"PV"
7690,"NICE",1160308800,24.5,21,"RC"
7690,"NICE",1160395200,23,23,"JA"
7690,"NICE",1160481600,22.6,24,"JC"
7690,"NICE",1160568000,22.7,23,"JK"
7690,"NICE",1160654400,23.8,21,"PB"
7690,"NICE",1160740800,24,26,"PV"
7690,"NICE",1160827200,23.9,23,"LU"
7690,"NICE",1160913600,23.5,21,"PZ"
7690,"NICE",1.161e+09,22.3,23,"JA"
7690,"NICE",1161086400,20.8,21,"RC"
7690,"NICE",1161172800,20.8,19,"JA"
7690,"NICE",1161259200,18.4,18,"PZ"
7690,"NICE",1161345600,20.5,18,"JK"
7690,"NICE",1161432000,19.3,19,"JA"
7690,"NICE",1161518400,21.1,18,"JC"
7690,"NICE",1161604800,19.5,19,"LX"
7690,"NICE",1161691200,25,21,"JC"
7690,"NICE",1161777600,23.3,19,"PB"
7690,"NICE",1161864000,23.6,24,"JK"
7690,"NICE",1161950400,23.4,23,"JA"
7690,"NICE",1162036800,22.2,24,"PV"
7690,"NICE",1162123200,23.1,21,"PZ"
7690,"NICE",1162209600,23,21,"JC"
7690,"NICE",1162296000,21.9,22,"LU"
7690,"NICE",1162382400,21.4,18,"RC"
7690,"NICE",1162468800,19.6,17,"AS"
7690,"NICE",1162555200,16.2,14,"0"
7690,"NICE",1162641600,17,17,"PV"
7690,"NICE",1162728000,19,14,"JK"
7690,"NICE",1162814400,19.5,17,"RC"
7690,"NICE",1162900800,18.9,20,"PV"
7690,"NICE",1162987200,20.4,19,"AS"
7690,"NICE",1163073600,20.4,18,"LU"
7690,"NICE",1163160000,21.5,20,"PV"
7690,"NICE",1163246400,19.1,17,"MV"
7690,"NICE",1163332800,20.6,19,"JK"
7690,"NICE",1163419200,21.4,17,"RC"
7690,"NICE",1163505600,19.2,18,"LX"
7690,"NICE",1163592000,19.6,19,"RC"
7690,"NICE",1163678400,20.9,19,"RC"
7690,"NICE",1163764800,18,16,"JK"
7690,"NICE",1163851200,20.1,17,"JC"
7690,"NICE",1163937600,18.1,17,"JK"
7690,"NICE",1164024000,18.8,17,"RC"
7690,"NICE",1164110400,18.4,17,"JA"
7690,"NICE",1164196800,18.8,17,"PB"
7690,"NICE",1164283200,17.4,15,"JC"
7690,"NICE",1164369600,16.1,17,"PV"
7690,"NICE",1164456000,16.8,19,"JA"
7690,"NICE",1164542400,19.8,18,"JK"
7690,"NICE",1164628800,19.6,17,"LU"
7690,"NICE",1164715200,18.3,17,"LU"
7690,"NICE",1164801600,18.2,15,"JC"
7690,"NICE",1164888000,18.4,17,"JA"
7690,"NICE",1164974400,18.5,16,"LU"
7690,"NICE",1165060800,14.1,16,"LU"
7690,"NICE",1165147200,13,17,"LU"
7690,"NICE",1165233600,19.5,16,"RC"
7690,"NICE",1165320000,19.1,15,"JK"
7690,"NICE",1165406400,17.8,16,"PB"
7690,"NICE",1165492800,19.3,17,"JA"
7690,"NICE",1165579200,16.2,14,"LX"
7690,"NICE",1165665600,17.9,14,"PZ"
7690,"NICE",1165752000,16.3,13,"RC"
7690,"NICE",1165838400,15.2,15,"JK"
7690,"NICE",1165924800,14.7,14,"PV"
7690,"NICE",1166011200,16.6,14,"JK"
7690,"NICE",1166097600,17.1,15,"LX"
7690,"NICE",1166184000,17.5,16,"LU"
7690,"NICE",1166270400,14.4,15,"LU"
7690,"NICE",1166356800,14,14,"PV"
7690,"NICE",1166443200,14.8,12,"PZ"
7690,"NICE",1166529600,12.1,12,"LX"
7690,"NICE",1166616000,14.9,13,"PV"
7690,"NICE",1166702400,13.9,10,"RC"
7690,"NICE",1166788800,15.6,14,"PZ"
7690,"NICE",1166875200,15.9,15,"AS"
7690,"NICE",1166961600,15.5,14,"RC"
7690,"NICE",1167048000,18.1,13,"JC"
7690,"NICE",1167134400,17.7,13,"LU"
7690,"NICE",1167220800,13.9,16,"AS"
7690,"NICE",1167307200,14.8,11,"AS"
7690,"NICE",1167393600,14.5,11,"PB"
7690,"NICE",1167480000,12.2,13,"RC"
7690,"NICE",1167566400,16.5,14,"JK"
8181,"BARCELONA",1157112000,28.4,27,"JA"
8181,"BARCELONA",1157198400,27.3,29,"JK"
8181,"BARCELONA",1157284800,29.6,28,"PV"
8181,"BARCELONA",1157371200,31.3,30,"JK"
8181,"BARCELONA",1157457600,28.3,32,"LU"
8181,"BARCELONA",1157544000,29.6,27,"PB"
8181,"BARCELONA",1157630400,30.4,27,"PZ"
8181,"BARCELONA",1157716800,29.7,28,"JK"
8181,"BARCELONA",1157803200,28,27,"LX"
8181,"BARCELONA",1157889600,27.2,29,"JC"
8181,"BARCELONA",1157976000,28.1,30,"LU"
8181,"BARCELONA",1158062400,27.7,23,"PZ"
8181,"BARCELONA",1158148800,27.4,24,"LX"
8181,"BARCELONA",1158235200,23.9,22,"RC"
8181,"BARCELONA",1158321600,26.2,19,"RC"
8181,"BARCELONA",1158408000,25.1,20,"PV"
8181,"BARCELONA",1158494400,26.7,24,"JC"
8181,"BARCELONA",1158580800,27.2,25,"RC"
8181,"BARCELONA",1158667200,27.3,25,"JA"
8181,"BARCELONA",1158753600,26.3,28,"JK"
8181,"BARCELONA",1158840000,26.7,24,"ML"
8181,"BARCELONA",1158926400,26,23,"ML"
8181,"BARCELONA",1159012800,23.1,21,"JC"
8181,"BARCELONA",1159099200,25.2,23,"PZ"
8181,"BARCELONA",1159185600,25.3,24,"PB"
8181,"BARCELONA",1159272000,25.2,25,"LU"
8181,"BARCELONA",1159358400,25.1,25,"PZ"
8181,"BARCELONA",1159444800,26.1,25,"JC"
8181,"BARCELONA",1159531200,26.7,25,"RC"
8181,"BARCELONA",1159617600,28,25,"PV"
8181,"BARCELONA",1159704000,27.4,27,"PB"
8181,"BARCELONA",1159790400,26.3,25,"LX"
8181,"BARCELONA",1159876800,29.7,27,"LU"
8181,"BARCELONA",1159963200,24.1,22,"RC"
8181,"BARCELONA",1160049600,23.7,22,"LU"
8181,"BARCELONA",1160136000,NA,23,"JK"
8181,"BARCELONA",1160222400,25.2,23,"PV"
8181,"BARCELONA",1160308800,22,25,"RC"
8181,"BARCELONA",1160395200,24.7,23,"JA"
8181,"BARCELONA",1160481600,25.3,23,"JC"
8181,"BARCELONA",1160568000,23.9,22,"JK"
8181,"BARCELONA",1160654400,18.1,17,"PB"
8181,"BARCELONA",1160740800,23.3,27,"PV"
8181,"BARCELONA",1160827200,24.1,21,"LU"
8181,"BARCELONA",1160913600,23,22,"PZ"
8181,"BARCELONA",1.161e+09,22.3,24,"JA"
8181,"BARCELONA",1161086400,23.5,22,"RC"
8181,"BARCELONA",1161172800,24.4,19,"JA"
8181,"BARCELONA",1161259200,23.6,21,"PZ"
8181,"BARCELONA",1161345600,24.2,21,"JK"
8181,"BARCELONA",1161432000,23.9,23,"JA"
8181,"BARCELONA",1161518400,23.7,24,"JC"
8181,"BARCELONA",1161604800,25.5,22,"LX"
8181,"BARCELONA",1161691200,26.3,24,"JC"
8181,"BARCELONA",1161777600,24.4,24,"PB"
8181,"BARCELONA",1161864000,26.3,24,"JK"
8181,"BARCELONA",1161950400,23,23,"JA"
8181,"BARCELONA",1162036800,22.5,27,"PV"
8181,"BARCELONA",1162123200,25.9,26,"PZ"
8181,"BARCELONA",1162209600,25.1,23,"JC"
8181,"BARCELONA",1162296000,23.5,24,"LU"
8181,"BARCELONA",1162382400,22.8,22,"RC"
8181,"BARCELONA",1162468800,17.9,16,"AS"
8181,"BARCELONA",1162555200,16.2,15,"0"
8181,"BARCELONA",1162641600,18.4,16,"PV"
8181,"BARCELONA",1162728000,19.9,18,"JK"
8181,"BARCELONA",1162814400,20.5,18,"RC"
8181,"BARCELONA",1162900800,20.3,20,"PV"
8181,"BARCELONA",1162987200,21.6,16,"AS"
8181,"BARCELONA",1163073600,21.3,20,"LU"
8181,"BARCELONA",1163160000,22.3,21,"PV"
